metadata,content
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 11"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","(1) Direktorat Jenderal Kesehatan Primer dan Komunitas
berada di bawah dan bertanggung jawab kepada
Menteri.
(2) Direktorat Jenderal Kesehatan Primer dan Komunitas
dipimpin oleh Direktur Jenderal."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 12"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","Direktorat Jenderal Kesehatan Primer dan Komunitas
mempunyai tugas menyelenggarakan perumusan dan
pelaksanaan kebijakan di bidang pengelolaan kesehatan
primer dan komunitas."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 13"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","Dalam melaksanakan tugas sebagaimana dimaksud dalam
Pasal 12, Direktorat Jenderal Kesehatan Primer dan
Komunitas menyelenggarakan fungsi:
a. perumusan kebijakan di bidang pengelolaan kesehatan
primer dan komunitas;
b. pelaksanaan kebijakan di bidang pengelolaan kesehatan
primer dan komunitas;
c. penyusunan norma, standar, prosedur, dan kriteria
di bidang pengelolaan kesehatan primer dan komunitas;
d. pemberian bimbingan teknis dan supervisi di bidang
pengelolaan kesehatan primer dan komunitas;
e. pelaksanaan pemantauan, analisis, evaluasi, dan
pelaporan di bidang pengelolaan kesehatan primer dan
komunitas;
SK No 247M6 A
f.pelaksanaan...
FIIESIDEN
REPUBUK TNDONESIA
f. pelaksanaan administrasi Direktorat Jenderal; dan
g. pelaksanaan fungsi lain yang diberikan oleh Menteri.
Bagian Keempat
Direktorat Jenderal Penanggulangan Penyakit"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 14"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""6""}","(1) Direktorat Jenderal Penanggulangan Penyakit berada
di bawah dan bertanggung jawab kepada Menteri.
(2) Direktorat Jenderal Penanggulangan Penyakit dipimpin
oleh Direktur Jenderal."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 15"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""6""}","Direktorat Jenderal Penanggulangan Penyakit mempunyai
tugas menyelenggarakan perumusan dan pelaksanaan
kebijakan di bidang penanggulangan penyakit."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 16"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""6""}","Dalam melaksanakan tugas sebagaimana dimaksud dalam
Pasal 15, Direktorat Jenderal Penanggulangan Penyakit
menyelenggarakan fungsi :
a. perumusan kebljakan di bidang pencegahan dan
pengendalian penyakit, pemberantasan penyakit
menular, dan penanganan penyakit tidak menular;
b. pelaksanaan kebijakan di bidang pencegahan dan
pengendalian penyakit, pemberantasan penyakit
menular, dan penanganan penyakit tidak menular;
c. penyusunan nofina, standar, prosedur, dan kriteria
di bidang pencegahan dan pengendalian penyakit,
pemberantasan penyakit menular, dan penanganan
penyakit tidak menular;
d. pemberian bimbingan teknis dan supervisi di bidang
pencegahan dan pengendalian penyakit, pemberantasan
penyakit menular, dan penanganan penyakit tidak
menular;
e. pelaksanaan pemantauan, analisis, evaluasi, dan
pelaporan di bidang pencegahan dan pengendalian
penyakit, pemberantasan penyakit menular, dan
penanganan penyakit tidak menular;
SK No247O47A
f. pelaksanaan . . .
FNES|DEN
REPUBUK INDONESIA
f. pelaksanaan administrasi Direktorat Jenderal; dan
g. pelaksanaan fungsi lain yang diberikan oleh Menteri.
Bagian Kelima
Direktorat Jenderal Kesehatan Lanjutan"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 17"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""7""}","(1) Direktorat Jenderal Kesehatan Lanjutan berada
di bawah dan bertanggung jawab kepada Menteri.
(2) Direktorat Jenderal Kesehatan Lanjutan dipimpin oleh
Direktur Jenderal."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 18"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""7""}","Direktorat Jenderal Kesehatan Lanjutan mempunyai tugas
menyelenggarakan perumusan dan pelaksanaan kebljakan
di bidang pengelolaan kesehatan lanjutan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 19"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""7""}","Dalam melaksanakan tugas sebagaimana dimaksud dalam
Pasal 18, Direktorat Jenderal Kesehatan Lanjutan
menyelenggarakan fungsi:
a. perumusan kebijakan di bidang pengelolaan kesehatan
lanjutan;
b. pelaksanaan kebijakan di bidang pengelolaan kesehatan
lanjutan;
c. penJrusunan norma, standar, prosedur, dan kriteria
di bidang pengelolaan kesehatan lanjutan;
d. pemberian bimbingan teknis dan supervisi di bidang
pengelolaan kesehatan lanjutan;
e. pelaksanaan pemantauan, analisis, evaluasi, dan
pelaporan di bidang pengelolaan kesehatan lanjutan;
f. pelaksanaan administrasi Direktorat Jenderal; dan
g. pelaksanaan fungsi lain yang diberikan oleh Menteri.
SK No247048A
Bagian
REFUEUK INDONESIA
8-
Bagian Keenam
Direktorat Jenderal Farmasi dan Alat Kesehatan"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 20"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""8""}","(1) Direktorat Jenderal Farmasi dan Alat Kesehatan berada
di bawah dan bertanggung jawab kepada Menteri.
(2) Direktorat Jenderal Farmasi dan Alat Kesehatan
dipimpin oleh Direktur Jenderal."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 21"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""8""}","Direktorat Jenderal Farmasi dan Alat Kesehatan
mempunyai tugas menyelenggarakan perumusan dan
pelaksanaan kebijakan di bidang pengelolaan farmasi dan
alat kesehatan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 22"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""8""}","Dalam melaksanakan tugas sebagaimana dimaksud dalam
Pasal 21, Direktorat Jenderal Farmasi dan Alat Kesehatan
menyelenggarakan fungsi:
a. perumusan kebijakan di bidang ketahanan farmasi dan
alat kesehatan, produksi dan distribusi sediaan farmasi,
alat kesehatan, dan perbekalan kesehatan rumah
tangga, pengawasan alat kesehatan dan perbekalan
kesehatan rumah tangga, dan tata kelola perbekalan
kesehatan, serta pelayanan kefarmasian;
b. pelaksanaan kebijakan di bidang ketahanan farmasi
dan alat kesehatan, produksi dan distribusi sediaan
farmasi, alat kesehatan, dan perbekalan kesehatan
rumah tangga, pengawasan alat kesehatan dan
perbekalan kesehatan rumah tangga, dan tata kelola
perbekalan kesehatan, serta pelayanan kefarmasian;
c. penJrusunan norrna, standar, prosedur, dan kriteria
di bidang ketahanan farmasi dan alat kesehatan,
produksi dan distribusi sediaan farmasi, alat kesehatan,
dan perbekalan kesehatan rumah tangga, pengawasan
alat kesehatan dan perbekalan kesehatan rumah
tangga, dan tata kelola perbekalan kesehatan, serta
pelayanan kefarmasian;
d. pemberian . . .
SK No247049A
FRESTDEN
R.EPUBUK INDONESIA
d. pemberian bimbingan teknis dan supervisi di bidang
ketahanan farmasi dan alat kesehatan, produksi dan
distribusi sediaan farmasi, alat kesehatan, dan
perbekalan kesehatan rumah tangga, pengawasan alat
kesehatan dan perbekalan kesehatan rumah tangga,
dan tata kelola perbekalan kesehatan, serta pelayanan
kefarmasian;
e. pelaksanaan pemantauan, analisis, evaluasi, dan
pelaporan di bidang ketahanan farmasi dan alat
kesehatan, produksi dan distribusi sediaan farmasi, alat
kesehatan, dan perbekalan kesehatan rumah t""atagga,
pengawasan alat kesehatan dan perbekalan kesehatan
rumah tangga, dan tata kelola perbekalan kesehatan,
serta pelayanan kefarmasian ;
f. pelaksanaan administrasi Direktorat Jenderal; dan
g. pelaksanaan fungsi lain yang diberikan oleh Menteri.
Brgran Ketujuh
Direktorat Jenderal Sumber Daya Manusia Kesehatan"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 23"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""9""}","(1) Direktorat Jenderal Sumber Daya Manusia Kesehatan
berada di bawah dan bertanggung jawab kepada
Menteri.
(2) Direktorat Jenderal Sumber Daya Manusia Kesehatan
dipimpin oleh Direktur Jenderal."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 24"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""9""}","Direktorat Jenderal Sumber Daya Manusia Kesehatan
mempunyai tugas menyelenggarakan perumusa.n dan
pelaksanaan kebijakan di bidang pengelolaan sumber daya
manusia kesehatan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 25"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""9""}","Dalam melaksanakan tugas sebagaimana dimaksud dalam
Pasal 24, Direktorat Jenderal Sumber Daya Manusia
Kesehatan menyelenggarakan fungsi:
a. perumusan kebijakan di bidang pengelolaan sumber
daya manusia kesehatan;
SK No247302A
b. pelaksanaan . . .
FRESTDEN
NEPUBUK INDONESIA
b. pelaksanaan kebijakan di bidang pengelolaan sumber
daya manusia kesehatan;
c. penJrusunan norna, standar, prosedur, dan kriteria
di bidang pengelolaan sumber daya manusia kesehatan;
d. pemberian bimbingan teknis dan supervisi di bidang
pengelolaan sumber daya manusia kesehatan;
e. pelaksanaan pemantauan, analisis, evaluasi, dan
pelaporan di bidang pengelolaan sumber daya manusia
kesehatan;
f. pelaksanaan administrasi Direktorat Jenderal; dan
g. pelaksanaan fungsi lain yang diberikan oleh Menteri.
Bagian Kedelapan
Inspektorat Jenderal"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 26"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""10""}","(1) Inspektorat Jenderal berada di bawah dan bertanggung
jawab kepada Menteri.
(2) Inspektorat Jenderal dipimpin oleh Inspektur Jenderal."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 27"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""10""}","Inspektorat Jenderal mempunyai tugas menyelenggaralan
pengawasan intern di lingkungan Kementerian."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 28"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""10""}","Dalam melaksanakan tugas sebagaimana dimaksud dalam
Pasd 27 ,Inspektorat Jenderal menyelenggarakan fungsi:
a. penJrusunan kebljakan teknis pengawasan intern
di lingkungan Kementerian;
b. pelaksanaan pengawasan intern terhadap kinerja dan
keuangan melalui audit, reviu, evaluasi, pemantauan,
dan kegiatan pengawasan lainnya;
c. pelaksanaan pengawasan untuk tujuan tertentu atas
penugasan Menteri;
d. penyusunan laporan hasil pengawasan di lingkungan
Kementerian;
e. pelaksanaan administrasi Inspektorat Jenderal; dan
f. pelaksanaan fungsi lain yang diberikan oleh Menteri.
SK No247051A
Bagian
FRESIDEN
EEPUEUK INDONESIA
- 1l -
Bagian Kesembilan
Badan Kebijakan Pembangunan Kesehatan"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 29"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""11""}","(l) Badan Kebljakan Pembangunan Kesehatan berada di
bawah dan bertanggung jawab kepada Menteri.
(2) Badan Kebijakan Pembangunan Kesehatan dipimpin
oleh Kepala Badan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 30"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""11""}","Badan Kebijakan Pembangunan Kesehatan mempunyai
tugas melaksanakan perumusan dan pemberian
rekomendasi kebijakan pembangunan kesehatan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 31"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""11""}","Dalam melaksanakan tugas sebagaimana dimaksud dalam
Pasal 30, Badan Kebijakan Pembangunan Kesehatan
menyelenggarakan fungsi:
a. pen5 rsunan kebijakan teknis penguatan kebijakan
pembangunan kesehatan;
b. pelalsanaan analisis dan pemberian rekomendasi
kebijakan pembangunan kesehatan;
c. pelaksanaan integrasi dan sinergi pencapaian sasaran
pembangunan kesehatan;
d. pemantauan, evaluasi, dan pelaporan pelaksanaan
penguatan kebijakan pembangunan kesehatan;
e. pelaksanaan administrasi Badan; dan
f. pelaksanaan fungsi lain yang diberikan oleh Menteri.
Bagran Kesepuluh
Staf Ahli"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 32"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""11""}","Staf ahli berada di bawah dan bertanggung jawab kepada
Menteri dan dikoordinasikan oleh Sekretaris Jenderal.
SK No 247303 A
Pasal 33...
FRESIDEN
NEPUEUK INDONESIA
-t2-"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 33"", ""bagian_dari"": ""Bab III - Organisasi"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""12""}","(1) Staf Ahli Bidang Ekonomi Kesehatan mempunyai tugas
memberikan rekomendasi terhadap isu strategis kepada
Menteri terkait dengan bidang ekonomi kesehatan.
(2) Staf Ahli Bidang Teknologi Kesehatan mempunyai tugas
memberikan rekomendasi terhadap isu strategis kepada
Menteri terkait dengan bidang teknologi kesehatan.
(3) Staf Ahli Bidang Hukum Kesehatan mempunyai tugas
memberikan rekomendasi terhadap isu strategis kepada
Menteri terkait dengan bidang hukum kesehatan.
(4) Staf Ahli Bidang Politik dan Globalisasi Kesehatan
mempunyai tugas memberikan rekomendasi terhadap
isu strategis kepada Menteri terkait dengan bidang
politik dan globalisasi kesehatan.
Bagran Kesebelas
Jabatan Fungsional dan Jabatan Pelaksana"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 34"", ""bagian_dari"": ""Bab IV - Unit Pelaksana Teknis"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""12""}","Jabatan fungsional dan jabatan pelaksana dapat ditetapkan
di lingkungan Kementerian sesuai dengan kebutuhan, yang
pelaksanaannya sesuai dengan ketentuan peraturan
perundang-undangan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 35"", ""bagian_dari"": ""Bab IV - Unit Pelaksana Teknis"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""12""}","Untuk melaksanakan tugas teknis operasional dan/ atau
tugas teknis penunjang di tingkungan Kementerian, dapat
dibentuk unit pelaksana teknis."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 36"", ""bagian_dari"": ""Bab V - Tata Ker\""Ia"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""12""}","Unit pelaksana teknis sebagaimana dimaksud dalam
Pasal 35 ditetapkan oleh Menteri setelah mendapatkan
persetujuan tertulis dari menteri yang menyelenggarakan
urusan pemerintahan di bidang aparatur negara.
SK No247053A
BABV...
FRESIDEN
REPUEUK INDONESIA"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""161"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 37"", ""bagian_dari"": ""Bab V - Tata Ker\""Ia"", ""judul_peraturan"": ""Tentang Kementerian Kesehatan"", ""status"": ""berlaku"", ""nomor_halaman"": ""13""}","Menteri dalam memimpin pelaksanaan tugas dan fungsinya
menerapkan sistem akuntabilitas kinerja pemerintah,
manajemen risiko pembangunan nasional, dan transformasi
digital nasional."
