metadata,content
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 11"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""9""}","(1) Pengendalian faktor risiko sebagaimana dimaksud
dalam Pasal t huruf b dilakukan melalui:
a. peningkatan derajat kesehatan perseorangan;
b. intervensi perubahan perilaku masyarakat;
c. peningkatan kualitas rumah tinggal pasien,
perumahan, dan permukiman; dan
d. pencegahan dan pengendalian infeksi TBC di
Fasilitas Pelayanan Kesehatan dan ruang
publik.
a.
b
d
SK No 069402A
(2) Pengendalian
PRES IDEN
(2) Pengendalian faktor risiko sebagaimana dimaksud
pada ayat (1) melibatkan seluruh sektor dan
Pemangku Kepentingan terkait.
Paragraf 4
Penemuan dan Pengobatan"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 12"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""10""}","(1) Penemuan dan pengobatan sebagaimana dimaksud
dalam Pasal t huruf c dilakukan melalui:
a optimalisasi upaya penemuan kasus TBC secara
pasif intensif berbasis Fasilitas Pelayanan
Kesehatan dan secara aktif berbasis institusi
dan komunitas;
pengobatan sesuai dengan standar dengan
konsep pengobatan yang berpihak pada pasien;
dan
c. penyediaan sarana diagnostik yang sensitif dan
spesifik untuk penyakit TBC oleh Pemerintah
Pusat dan Pemerintah Daerah yang dapat
diakses oleh seluruh masyarakat.
(2) Penemuan kasus TBC secara pasif intensif
sebagaimana dimaksud pada ayat (1) huruf a
dilakukan melalui pemeriksaan pasien dengan gejala
TBC yang datang ke Fasilitas Pelayanan Kesehatan
dan terintegrasi dengan pelayanan kesehatan
lainnya.
(3) Penemuan kasus TBC secara aktif sebagaimana
dimaksud pada ayat (1) huruf a dilakukan melalui:
a. pelacakan dan pemeriksaan kasus kontak oleh
tenaga kesehatan dan kader kesehatan;
b. skrining secara massal terutama pada kelompok
rentan dan kelompok berisiko; dan
c. skrining pada kondisi situasi khusus.
b
SK No 069403 A
(4) Setiap
PRES IDEN
REPUBUK INDONESIA
(4) Setiap Fasilitas Pelayanan Kesehatan yang
menemukan pasien TBC wajib melaporkan kepada
dinas kesehatan kabupaten/ kota.
(5) Pembayaran klaim jaminan kesehatan untuk
pasien/kasus TBC di fasilitas kesehatan rujukan
tingkat lanjut hanya diberikan apabila sudah
mendapatkan nomor register pelaporan dari dinas
kesehatan kabupaten / kota.
(6) Pengobatan sesuai dengan standar dengan konsep
pengobatan yang berpihak pada pasien sebagaimana
dimaksud pada ayat (1) huruf b wajib dilaksanakan
oleh setiap orang yang dinyatakan menderita TBC.
(7) Pengobatan sebagaimana dimaksud pada ayat (6)
dengan menggunakan obat yang disediakan oleh
Pemerintah Pusat dan Pemerintah Daerah.
(8) Dalam menjalani pengobatan sebagaimana
dimaksud pada ayat (71, pasien TBC mendapatkan:
a. pendampingan dari keluarga, komunitas, dan
tenaga kesehatan;
b. dukungan psikologis, sosial, dan ekonomi yang
diberikan oleh Pemerintah Pusat, Pemerintah
Daerah, dan nonpemerintah untuk memastikan
keberlangsungan pengobatan sampai selesai;
dan
perlindungan terhadap stigma dan diskriminasi
terkait dengan penyakitnya."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 13"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""11""}","Dalam rangka memastikan keberhasilan pengobatan
pasien TBC sebagaimana dimaksud dalam Pasal 12 ayat
(6) dilakukan:
c
SK No 069404A
a optimalisasi
FRESIDEN
REPUEUK INDONESIA
-t2-
a. optimalisasi upaya penanganan kasus TBC sesuai
standar untuk meningkatkan kualitas pelayanan;
b. upaya penyediaan layanan TBC yang ramah dan
berpihak pada kebutuhan pasien;
c. sistem pelacakan aktif untuk pasien TBC yang
mangkir dan berhenti berobat sebelum waktunya;
d. peningkatan jejaring pelacakan dengan melibatkan
kader kesehatan dan tokoh masyarakat; dan
e. pelaporan hasil pengobatan kasus TBC oleh Fasilitas
Pelayanan Kesehatan menggunakan format atau
sistem yang standar.
Paragraf 5
Pemberian Kekebalan"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 14"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""12""}","Pemberian kekebalan sebagaimana dimaksud dalam
Pasal t huruf d dilakukan melalui imunisasi yang
dilaksanakan sesuai dengan ketentuan peraturan
perundang-undangan.
Paragraf 6
Pemberian Obat Pencegahan"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 15"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""12""}","(1) Pemberian obat pencegahan sebagaimana dimaksud
dalam Pasal t huruf e ditujukan kepada kontak
dengan pasien TBC, orang dengan Human
Immunodeficiencg Vints (HIVI I Acquired Immuno
Deficiency Sgndrome (AIDS) yang terbukti tidak
menderita TBC, dan orang yang mengalami
penurLlnan fungsi sistem imun.
SK No 069405 A
(2) Pemerintah
Bagian Keempat
Peningkatan Penelitian, Pengembangan, dan Inovasi di Bidang
Penanggulangan Tuberkulosis"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 16"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""13""}","(2) Pemerintah Daerah harus memastikan pemberian
obat pencegahan sebagaimana dimaksud pada ayat
(1) yang dilaksanakan oleh Fasilitas Pelayanan
Kesehatan sesuai standar.
(3) Obat pencegahan sebagaimana dimaksud pada ayat
(1) menggunakan obat yang disediakan oleh
Pemerintah Pusat dan Pemerintah Daerah.
(1) Peningkatan penelitian, pengembangan, dan inovasi
di bidang Penanggulangan TBC sebagaimana
dimaksud dalam Pasal 5 ayat (2) huruf d dilakukan
melalui:
advokasi untuk pelaksanaan penelitian dan
pengembangan di bidang Penanggulangan TBC;
dan
a.
b. fasilitasi penelitian dan pengembangErn untuk
mendukung Penanggulangan TBC.
(2) Penelitian, pengembangan, dan inovasi yang
mendukung Penanggulangan TBC sebagaimana
dimaksud pada ayat (1) meliputi:
a. penelitian, pengembangan, dan inovasi terkait
alat diagnostik, obat, dan vaksin yang
berkontribusi pada percepatan Eliminasi TBC;
SK No 069406 A
b. penelitian
-t4-
b. penelitian, pengembangan, dan inovasi terkait
pemberian layanan dan upaya Penanggulangan
TBC yang lebih efektif dan tepat guna; dan
c. penelitian, pengembangan, dan inovasi terkait
upaya perubahan perilaku masyarakat yang
dapat mendukung Eliminasi TBC.
Bagian Kelima
Peningkatan Peran Serta Komunitas, Pemangku Kepentingan, dan
Multisektor Lainnya dalam Penanggulangan Tuberkulosis"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 17"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""14""}","(1) Peningkatan peran serta komunitas, Pemangku
Kepentingan, dan multisektor lainnya dalam
Penanggulangan TBC sebagaimana dimaksud dalam
Pasal 5 ayat (2) huruf e dilakukan melalui:
a. pembentukan wadah kemitraan; dan
b. mendorong keterlibatan dalam Penanggulangan
TBC mulai dari perencanaan, pendanaan, dan
pelaksanaan, serta pemantauan dan evaluasi
dalam rangka peningkatan sumber daya yang
dibutuhkan.
(2) Peningkatan peran serta komunitas, Pemangku
Kepentingan, dan multisektor lainnya dalam
Penanggulangan TBC sebagaimana dimaksud pada
ayat (1) dilaksanakan berkoordinasi dengan
Pemerintah Pusat dan/atau Pemerintah Daerah.
SK No 047002 A
Bagian
Paragraf 2
Penguatan Fungsi Perencanaan dan Pemantauan Program"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 19"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""15""}","PRES tDEN
_15_
Bagian Keenam
Penguatan Manajemen Program
Paragraf 1
Umum
Pasal 18
Penguatan manajemen program sebagaimana dimaksud
dalam Pasal 5 ayat (2) huruf f dilakukan melalui:
a. penguatan fungsi perencanaan dan pemantauan
program;
b. penguatan kapasitas sumber daya manusia dalam
pengelolaan program Penanggulangan TBC;
c. penguatan sistem pendanaan TBC;
d. penguatan sistem manajemen pengelolaan obat TBC;
dan
e. peningkatan motivasi dukungan Penanggulangan
TBC.
Penguatan fungsi perencanaan dan pemantauan program
sebagaimana dimaksud dalam Pasal 18 huruf a
dilakukan melalui:
SK No 069408 A
a. penyusunan
b
a.
c.
PRES IDEN
_16_
penyusunan analisis kebutuhan dan rencana
pemenuhan ketenagaan terkait upaya percepatan
Penanggulangan TBC secara berkala;
perencanaan, pemantatlan, dan analisis
ketersediaan logistik TBC di Fasilitas Pelayanan
Kesehatan Pemerintah Pusat, Pemerintah Daerah,
dan nonpemerintah; dan
pen5rusunan laporan tahunan kemajuan
Penanggulangan TBC setelah mendapatkan
tanggapan dari Pemangku Kepentingan dan
multisektor.
Paragraf 3
Penguatan Kapasitas Sumber Daya Manusia dalam Pengelolaan Program
Penanggulangan Tuberkulosis"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 20"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""16""}","Penguatan kapasitas sumber daya manusia dalam
pengelolaan program Penanggulangan TBC sebagaimana
dimaksud dalam Pasal 18 huruf b dilakukan melalui:
a. penyediaan tenaga terlatih dalam pengelolaan
program Penanggulangan TBC dan penyediaan
tenaga kesehatan di Fasilitas Pelayanan Kesehatan;
b. pemetaan tenaga kesehatan secara rutin;
c. perencanaan dan penganggaran kegiatan pelatihan
bagi tenaga dalam pengelolaan program
Penanggulangan TBC dan tenaga kesehatan di
tingkat kabupaten/kota; dan
d. memastikan materi mengenai TBC terintegrasi dalam
semua kurikulum pendidikan tenaga kesehatan.
SK No 069409 A
Paragraf 4
Paragraf 5
Penguatan Sistem Manajemen Pengelolaan Obat Tuberkulosis"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 22"", ""bagian_dari"": ""Bab III - Pelaksanaan Strategi Nasional Eliminasi Tuberkulosis"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""17""}","Penguatan sistem manajemen pengelolaan
sebagaimana dimaksud dalam Pasal 18
dilakukan melalui:
PRES IDEN
-t7-
Paragraf 4
Penguatan Sistem Pendanaan Tuberkulosis
Pasal 21
(1) Penguatan sistem pendanaan TBC sebagaimana
dimaksud dalam Pasal 18 huruf c dilakukan melalui:
a. pendanaan pelayanan kesehatan masyarakat
terkait obat anti TBC, sistem transportasi
spesimen, dan reagen alat diagnostik
dianggarkan melalui program nasional; dan
b. pendanaan pelayanan kesehatan perseorangan
pasien TBC dibebankan kepada pendanaan
jaminan kesehatan.
(2) Pendanaan pelayanan kesehatan perseorangan
sebagaimana dimaksud pada ayat (1) huruf b
meliputi semua pendanaan untuk pelayanan
kesehatan yang diberikan berdasarkan indikasi
medis sesuai dengan ketentuan peraturan
perundang-undangan.
obat TBC
huruf d
penyediaan seluruh kebutuhan obat TBC yang
diperlukan dalam mencapai target Eliminasi TBC,
termasuk obat untuk terapi pencegahan TBC;
SK No 069410 A
a
b. penjaminan
REPUELIK INDONESIA
b. penjaminan mutu obat untuk pengobatan TBC;
c. mendorong produksi obat TBC di dalam negeri yang
bermutu dan terjangkau; dan
d. menyederhanakan tata aturan pengadaan obat dan
sarana diagnostik TBC yang belum dapat diproduksi
di dalam negeri sesuai asas efisiensi anggaran.
Paragraf 6
Peningkatan Motivasi Dukungan Penanggulangan Tuberkulosis"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""67"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 23"", ""bagian_dari"": ""Bab IV - Tanggung Jawab Pemerintah Pusat Dan Pemerintah Daerah"", ""judul_peraturan"": ""Tentang Penanggulangan Tuberkulosis"", ""status"": ""berlaku"", ""nomor_halaman"": ""18""}","Peningkatan motivasi dukungan Penanggulangan TBC
sebagaimana dimaksud dalam Pasal 18 huruf e
dilakukan melalui pemberian penghargaan kepada:
a. Pemerintah Daerah dengan kinerja terbaik dalam
Penanggulangan TBC;
b. Fasilitas Pelayanan Kesehatan dan kader kesehatan
yang berkontribusi besar terhadap Penanggulangan
TBC di wilayahnya; dan
c. lembaga nonpemerintah maupun perseorangan yang
berkontribusi besar dalam pencapaian target
Penanggulangan TBC."
